GENE_ID	GEUVADIS	IN_GENCODE	CHR	LEFT	TSS	RIGHT	DIRECTION
ENSG00000162576	ENSG00000162576.10	TRUE	chr1	297157	1297157	2297157	-
ENSG00000162585	ENSG00000162585.11	TRUE	chr1	1144159	2144159	3144159	-
ENSG00000162591	ENSG00000162591.10	TRUE	chr1	2528072	3528072	4528072	-
ENSG00000162594	ENSG00000162594.9	TRUE	chr1	66604590	67604590	68604590	+
ENSG00000162595	ENSG00000162595.4	TRUE	chr1	67517314	68517314	69517314	-
ENSG00000162600	ENSG00000162600.6	TRUE	chr1	58012474	59012474	60012474	-
ENSG00000162601	ENSG00000162601.5	TRUE	chr1	58165749	59165749	60165749	-
ENSG00000162604	ENSG00000162604.6	TRUE	chr1	61191095	62191095	63191095	-
ENSG00000162607	ENSG00000162607.8	TRUE	chr1	61901968	62901968	63901968	+
ENSG00000162613	ENSG00000162613.11	TRUE	chr1	77444794	78444794	79444794	-
ENSG00000162614	ENSG00000162614.13	TRUE	chr1	77354198	78354198	79354198	+
ENSG00000162616	ENSG00000162616.7	TRUE	chr1	77444859	78444859	79444859	+
ENSG00000162620	ENSG00000162620.10	TRUE	chr1	73663871	74663871	75663871	-
ENSG00000162623	ENSG00000162623.9	TRUE	chr1	74198836	75198836	76198836	+
ENSG00000162627	ENSG00000162627.12	TRUE	chr1	98127257	99127257	100127257	+
ENSG00000162630	ENSG00000162630.5	TRUE	chr1	192155743	193155743	194155743	-
ENSG00000162631	ENSG00000162631.12	TRUE	chr1	106682629	107682629	108682629	+
ENSG00000162636	ENSG00000162636.10	TRUE	chr1	108102711	109102711	110102711	+
ENSG00000162639	ENSG00000162639.11	TRUE	chr1	108204148	109204148	110204148	-
ENSG00000162642	ENSG00000162642.9	TRUE	chr1	84725355	85725355	86725355	-
ENSG00000162643	ENSG00000162643.8	TRUE	chr1	84464830	85464830	86464830	+
ENSG00000162645	ENSG00000162645.8	TRUE	chr1	88616139	89616139	90616139	-
ENSG00000162650	ENSG00000162650.9	TRUE	chr1	109026101	110026101	111026101	+
ENSG00000162654	ENSG00000162654.8	TRUE	chr1	88664625	89664625	90664625	-
ENSG00000162664	ENSG00000162664.10	TRUE	chr1	89460669	90460669	91460669	+
ENSG00000162676	ENSG00000162676.7	TRUE	chr1	91952482	92952482	93952482	-
ENSG00000162688	ENSG00000162688.11	TRUE	chr1	99315917	100315917	101315917	+
ENSG00000162692	ENSG00000162692.5	TRUE	chr1	100185298	101185298	102185298	+
ENSG00000162694	ENSG00000162694.9	TRUE	chr1	100360735	101360735	102360735	-
ENSG00000162695	ENSG00000162695.6	TRUE	chr1	100361632	101361632	102361632	+
ENSG00000162702	ENSG00000162702.5	TRUE	chr1	199379184	200379184	201379184	-
ENSG00000162704	ENSG00000162704.10	TRUE	chr1	182604918	183604918	184604918	-
ENSG00000162706	ENSG00000162706.8	TRUE	chr1	158141399	159141399	160141399	+
ENSG00000162711	ENSG00000162711.12	TRUE	chr1	246579458	247579458	248579458	+
ENSG00000162714	ENSG00000162714.7	TRUE	chr1	246495169	247495169	248495169	-
ENSG00000162729	ENSG00000162729.8	TRUE	chr1	159068733	160068733	161068733	-
ENSG00000162733	ENSG00000162733.10	TRUE	chr1	161601163	162601163	163601163	+
ENSG00000162734	ENSG00000162734.8	TRUE	chr1	159175170	160175170	161175170	+
ENSG00000162735	ENSG00000162735.12	TRUE	chr1	159256138	160256138	161256138	-
ENSG00000162736	ENSG00000162736.10	TRUE	chr1	159313106	160313106	161313106	+
ENSG00000162738	ENSG00000162738.5	TRUE	chr1	159370354	160370354	161370354	+
ENSG00000162739	ENSG00000162739.9	TRUE	chr1	159493052	160493052	161493052	-
ENSG00000162746	ENSG00000162746.10	TRUE	chr1	160691353	161691353	162691353	+
ENSG00000162755	ENSG00000162755.9	TRUE	chr1	160068151	161068151	162068151	+
ENSG00000162757	ENSG00000162757.3	TRUE	chr1	208957904	209957904	210957904	-
ENSG00000162769	ENSG00000162769.7	TRUE	chr1	212031617	213031617	214031617	+
ENSG00000162772	ENSG00000162772.12	TRUE	chr1	211738676	212738676	213738676	+
ENSG00000162775	ENSG00000162775.9	TRUE	chr1	109881128	110881128	111881128	+
ENSG00000162777	ENSG00000162777.12	TRUE	chr1	110747157	111747157	112747157	-
ENSG00000162779	ENSG00000162779.14	TRUE	chr1	178334855	179334855	180334855	+
ENSG00000162783	ENSG00000162783.7	TRUE	chr1	180057836	181057836	182057836	+
ENSG00000162813	ENSG00000162813.12	TRUE	chr1	219263804	220263804	221263804	-
ENSG00000162814	ENSG00000162814.5	TRUE	chr1	216804666	217804666	218804666	+
ENSG00000162817	ENSG00000162817.6	TRUE	chr1	219863705	220863705	221863705	+
ENSG00000162819	ENSG00000162819.7	TRUE	chr1	221885895	222885895	223885895	+
ENSG00000162825	ENSG00000162825.11	TRUE	chr1	143146808	144146808	145146808	+
ENSG00000162836	ENSG00000162836.6	TRUE	chr1	146142646	147142646	148142646	-
ENSG00000162849	ENSG00000162849.10	TRUE	chr1	244318287	245318287	246318287	+
ENSG00000162851	ENSG00000162851.6	TRUE	chr1	245729563	246729563	247729563	-
ENSG00000162852	ENSG00000162852.9	TRUE	chr1	245729746	246729746	247729746	+
ENSG00000162885	ENSG00000162885.6	TRUE	chr1	234667752	235667752	236667752	-
ENSG00000162888	ENSG00000162888.4	TRUE	chr1	205671061	206671061	207671061	-
ENSG00000162889	ENSG00000162889.6	TRUE	chr1	205858250	206858250	207858250	+
ENSG00000162892	ENSG00000162892.11	TRUE	chr1	206070788	207070788	208070788	+
ENSG00000162894	ENSG00000162894.7	TRUE	chr1	206096592	207096592	208096592	-
ENSG00000162896	ENSG00000162896.5	TRUE	chr1	206119811	207119811	208119811	-
ENSG00000162897	ENSG00000162897.9	TRUE	chr1	206143970	207143970	208143970	-
ENSG00000162909	ENSG00000162909.12	TRUE	chr1	222889295	223889295	224889295	+
ENSG00000162910	ENSG00000162910.14	TRUE	chr1	227297013	228297013	229297013	-
ENSG00000162923	ENSG00000162923.10	TRUE	chr1	223624735	224624735	225624735	-
ENSG00000162931	ENSG00000162931.7	TRUE	chr1	227604562	228604562	229604562	-
ENSG00000162946	ENSG00000162946.14	TRUE	chr1	230762536	231762536	232762536	+
ENSG00000163041	ENSG00000163041.5	TRUE	chr1	225249552	226249552	227249552	+
ENSG00000163050	ENSG00000163050.10	TRUE	chr1	226127987	227127987	228127987	+
ENSG00000163125	ENSG00000163125.11	TRUE	chr1	149335567	150335567	151335567	+
ENSG00000163131	ENSG00000163131.5	TRUE	chr1	149738433	150738433	151738433	-
ENSG00000163141	ENSG00000163141.13	TRUE	chr1	150008797	151008797	152008797	+
ENSG00000163154	ENSG00000163154.5	TRUE	chr1	150129125	151129125	152129125	+
ENSG00000163155	ENSG00000163155.7	TRUE	chr1	150138424	151138424	152138424	-
ENSG00000163156	ENSG00000163156.6	TRUE	chr1	150129140	151129140	152129140	+
ENSG00000163157	ENSG00000163157.8	TRUE	chr1	150148760	151148760	152148760	-
ENSG00000163159	ENSG00000163159.6	TRUE	chr1	150167797	151167797	152167797	-
ENSG00000163191	ENSG00000163191.5	TRUE	chr1	151020383	152020383	153020383	-
ENSG00000163207	ENSG00000163207.5	TRUE	chr1	151881022	152881022	153881022	+
ENSG00000163216	ENSG00000163216.6	TRUE	chr1	152014407	153014407	154014407	-
ENSG00000163218	ENSG00000163218.10	TRUE	chr1	152321317	153321317	154321317	-
ENSG00000163220	ENSG00000163220.10	TRUE	chr1	152330330	153330330	154330330	+
ENSG00000163344	ENSG00000163344.5	TRUE	chr1	153909195	154909195	155909195	-
ENSG00000163346	ENSG00000163346.10	TRUE	chr1	153928599	154928599	155928599	-
ENSG00000163348	ENSG00000163348.3	TRUE	chr1	153936329	154936329	155936329	-
ENSG00000163349	ENSG00000163349.15	TRUE	chr1	113471946	114471946	115471946	+
ENSG00000163354	ENSG00000163354.9	TRUE	chr1	154006257	155006257	156006257	-
ENSG00000163362	ENSG00000163362.6	TRUE	chr1	199860176	200860176	201860176	+
ENSG00000163374	ENSG00000163374.15	TRUE	chr1	154658791	155658791	156658791	-
ENSG00000163382	ENSG00000163382.6	TRUE	chr1	155561548	156561548	157561548	+
ENSG00000163393	ENSG00000163393.8	TRUE	chr1	115519134	116519134	117519134	+
ENSG00000163399	ENSG00000163399.10	TRUE	chr1	115915290	116915290	117915290	+
ENSG00000163435	ENSG00000163435.10	TRUE	chr1	200977073	201977073	202977073	+
ENSG00000163444	ENSG00000163444.7	TRUE	chr1	201976502	202976502	203976502	+
ENSG00000163462	ENSG00000163462.12	TRUE	chr1	154146263	155146263	156146263	+
ENSG00000163463	ENSG00000163463.6	TRUE	chr1	154145951	155145951	156145951	-
ENSG00000163467	ENSG00000163467.6	TRUE	chr1	155307105	156307105	157307105	+
ENSG00000163468	ENSG00000163468.8	TRUE	chr1	155337664	156337664	157337664	-
ENSG00000163472	ENSG00000163472.13	TRUE	chr1	155252726	156252726	157252726	+
ENSG00000163479	ENSG00000163479.9	TRUE	chr1	154990742	155990742	156990742	-
ENSG00000163485	ENSG00000163485.11	TRUE	chr1	202059782	203059782	204059782	+
ENSG00000163486	ENSG00000163486.7	TRUE	chr1	205516200	206516200	207516200	+
ENSG00000163518	ENSG00000163518.6	TRUE	chr1	156567875	157567875	158567875	-
ENSG00000163531	ENSG00000163531.10	TRUE	chr1	203797779	204797779	205797779	+
ENSG00000163534	ENSG00000163534.10	TRUE	chr1	156789910	157789910	158789910	-
ENSG00000163545	ENSG00000163545.7	TRUE	chr1	204290873	205290873	206290873	-
ENSG00000163554	ENSG00000163554.6	TRUE	chr1	157656505	158656505	159656505	-
ENSG00000163563	ENSG00000163563.7	TRUE	chr1	157801141	158801141	159801141	+
ENSG00000163564	ENSG00000163564.10	TRUE	chr1	157900586	158900586	159900586	+
ENSG00000163565	ENSG00000163565.14	TRUE	chr1	157969758	158969758	159969758	+
ENSG00000163568	ENSG00000163568.9	TRUE	chr1	158116886	159116886	160116886	-
ENSG00000163866	ENSG00000163866.7	TRUE	chr1	34325356	35325356	36325356	-
ENSG00000163867	ENSG00000163867.11	TRUE	chr1	34497546	35497546	36497546	-
ENSG00000163874	ENSG00000163874.7	TRUE	chr1	36940181	37940181	38940181	+
ENSG00000163875	ENSG00000163875.11	TRUE	chr1	36980367	37980367	38980367	-
ENSG00000163877	ENSG00000163877.7	TRUE	chr1	37019894	38019894	39019894	-
ENSG00000163879	ENSG00000163879.8	TRUE	chr1	37022520	38022520	39022520	+
ENSG00000163909	ENSG00000163909.6	TRUE	chr1	39105315	40105315	41105315	-
ENSG00000164002	ENSG00000164002.7	TRUE	chr1	39974413	40974413	41974413	+
ENSG00000164008	ENSG00000164008.7	TRUE	chr1	42232920	43232920	44232920	+
ENSG00000164010	ENSG00000164010.9	TRUE	chr1	42282793	43282793	44282793	+
ENSG00000164011	ENSG00000164011.12	TRUE	chr1	42312244	43312244	44312244	+
ENSG00000168118	ENSG00000168118.7	TRUE	chr1	228406809	229406809	230406809	+
ENSG00000168159	ENSG00000168159.7	TRUE	chr1	227675083	228675083	229675083	+
ENSG00000168243	ENSG00000168243.6	TRUE	chr1	234814054	235814054	236814054	-
ENSG00000168264	ENSG00000168264.6	TRUE	chr1	233745924	234745924	235745924	-
ENSG00000168275	ENSG00000168275.9	TRUE	chr1	233509202	234509202	235509202	+
ENSG00000168389	ENSG00000168389.13	TRUE	chr1	39420784	40420784	41420784	+
ENSG00000168509	ENSG00000168509.13	TRUE	chr1	144398250	145398250	146398250	+
ENSG00000168528	ENSG00000168528.7	TRUE	chr1	30882412	31882412	32882412	+
ENSG00000168614	ENSG00000168614.12	TRUE	chr1	143811744	144811744	145811744	+
ENSG00000168653	ENSG00000168653.6	TRUE	chr1	38491990	39491990	40491990	+
ENSG00000168679	ENSG00000168679.13	TRUE	chr1	109933704	110933704	111933704	-
ENSG00000168710	ENSG00000168710.13	TRUE	chr1	109527387	110527387	111527387	+
ENSG00000168765	ENSG00000168765.10	TRUE	chr1	109198721	110198721	111198721	+
ENSG00000169213	ENSG00000169213.5	TRUE	chr1	51456372	52456372	53456372	-
ENSG00000169218	ENSG00000169218.9	TRUE	chr1	37100564	38100564	39100564	-
ENSG00000169231	ENSG00000169231.8	TRUE	chr1	154178842	155178842	156178842	-
ENSG00000169241	ENSG00000169241.12	TRUE	chr1	154107820	155107820	156107820	+
ENSG00000169242	ENSG00000169242.7	TRUE	chr1	154100352	155100352	156100352	+
ENSG00000169291	ENSG00000169291.5	TRUE	chr1	153474888	154474888	155474888	-
ENSG00000169403	ENSG00000169403.7	TRUE	chr1	27520447	28520447	29520447	-
ENSG00000169418	ENSG00000169418.7	TRUE	chr1	152651164	153651164	154651164	+
ENSG00000169442	ENSG00000169442.4	TRUE	chr1	25644449	26644449	27644449	+
ENSG00000169504	ENSG00000169504.9	TRUE	chr1	24071873	25071873	26071873	+
ENSG00000169598	ENSG00000169598.10	TRUE	chr1	2773831	3773831	4773831	+
ENSG00000169641	ENSG00000169641.9	TRUE	chr1	22504301	23504301	24504301	-
ENSG00000169885	ENSG00000169885.5	TRUE	chr1	846547	1846547	2846547	+
ENSG00000169905	ENSG00000169905.7	TRUE	chr1	178846938	179846938	180846938	-
ENSG00000169914	ENSG00000169914.5	TRUE	chr1	19208888	20208888	21208888	+
ENSG00000169962	ENSG00000169962.4	TRUE	chr1	266660	1266660	2266660	+
ENSG00000169972	ENSG00000169972.7	TRUE	chr1	243977	1243977	2243977	+
ENSG00000169991	ENSG00000169991.5	TRUE	chr1	18283170	19283170	20283170	-
ENSG00000170128	ENSG00000170128.2	TRUE	chr1	199842109	200842109	201842109	+
ENSG00000170382	ENSG00000170382.7	TRUE	chr1	203654866	204654866	205654866	-
ENSG00000170385	ENSG00000170385.9	TRUE	chr1	210752503	211752503	212752503	-
ENSG00000170989	ENSG00000170989.7	TRUE	chr1	100702421	101702421	102702421	+
ENSG00000171161	ENSG00000171161.7	TRUE	chr1	248132409	249132409	250132409	+
ENSG00000171163	ENSG00000171163.10	TRUE	chr1	248153343	249153343	250153343	-
ENSG00000171357	ENSG00000171357.5	TRUE	chr1	45669006	46669006	47669006	+
ENSG00000171385	ENSG00000171385.5	TRUE	chr1	111532290	112532290	113532290	-
ENSG00000171488	ENSG00000171488.9	TRUE	chr1	89098631	90098631	91098631	+
ENSG00000171492	ENSG00000171492.10	TRUE	chr1	89286573	90286573	91286573	+
ENSG00000171502	ENSG00000171502.10	TRUE	chr1	85622626	86622626	87622626	-
ENSG00000171517	ENSG00000171517.5	TRUE	chr1	84358889	85358889	86358889	-
ENSG00000171603	ENSG00000171603.11	TRUE	chr1	8884042	9884042	10884042	-
ENSG00000171608	ENSG00000171608.9	TRUE	chr1	8711789	9711789	10711789	+
ENSG00000171612	ENSG00000171612.5	TRUE	chr1	8599524	9599524	10599524	+
ENSG00000171621	ENSG00000171621.9	TRUE	chr1	8352953	9352953	10352953	+
ENSG00000171680	ENSG00000171680.14	TRUE	chr1	5580134	6580134	7580134	-
ENSG00000171729	ENSG00000171729.8	TRUE	chr1	14479028	15479028	16479028	+
ENSG00000171735	ENSG00000171735.12	TRUE	chr1	5845514	6845514	7845514	+
ENSG00000171786	ENSG00000171786.5	TRUE	chr1	159336861	160336861	161336861	+
ENSG00000171790	ENSG00000171790.11	TRUE	chr1	40488909	41488909	42488909	-
ENSG00000171793	ENSG00000171793.8	TRUE	chr1	40445360	41445360	42445360	+
ENSG00000171806	ENSG00000171806.7	TRUE	chr1	168764104	169764104	170764104	-
ENSG00000171812	ENSG00000171812.5	TRUE	chr1	35590823	36590823	37590823	-
ENSG00000171824	ENSG00000171824.9	TRUE	chr1	10159926	11159926	12159926	-
ENSG00000171943	ENSG00000171943.7	TRUE	chr1	120107124	121107124	122107124	+
ENSG00000171960	ENSG00000171960.6	TRUE	chr1	42124006	43124006	44124006	+
ENSG00000172339	ENSG00000172339.7	TRUE	chr1	94538507	95538507	96538507	-
ENSG00000172380	ENSG00000172380.5	TRUE	chr1	67299150	68299150	69299150	-
ENSG00000172456	ENSG00000172456.11	TRUE	chr1	58762310	59762310	60762310	+
ENSG00000172746	ENSG00000172746.6	TRUE	chr1	26306656	27306656	28306656	+
ENSG00000173110	ENSG00000173110.5	TRUE	chr1	160494330	161494330	162494330	+
ENSG00000173171	ENSG00000173171.9	TRUE	chr1	154178486	155178486	156178486	+
ENSG00000173207	ENSG00000173207.7	TRUE	chr1	153947129	154947129	155947129	+
ENSG00000173212	ENSG00000173212.4	TRUE	chr1	115654020	116654020	117654020	+
ENSG00000173218	ENSG00000173218.9	TRUE	chr1	115184591	116184591	117184591	+
ENSG00000173409	ENSG00000173409.9	TRUE	chr1	230114727	231114727	232114727	+
ENSG00000173436	ENSG00000173436.9	TRUE	chr1	18810897	19810897	20810897	+
ENSG00000173614	ENSG00000173614.9	TRUE	chr1	9003486	10003486	11003486	+
ENSG00000173641	ENSG00000173641.12	TRUE	chr1	15346089	16346089	17346089	-
ENSG00000173660	ENSG00000173660.7	TRUE	chr1	45769370	46769370	47769370	+
ENSG00000173662	ENSG00000173662.14	TRUE	chr1	5615367	6615367	7615367	+
ENSG00000173726	ENSG00000173726.6	TRUE	chr1	234292152	235292152	236292152	-
ENSG00000173728	ENSG00000173728.6	TRUE	chr1	243515937	244515937	245515937	+
ENSG00000173810	ENSG00000173810.8	TRUE	chr1	100736919	101736919	102736919	-
ENSG00000173846	ENSG00000173846.7	TRUE	chr1	44266049	45266049	46266049	+
ENSG00000173947	ENSG00000173947.9	TRUE	chr1	110889222	111889222	112889222	+
ENSG00000174021	ENSG00000174021.6	TRUE	chr1	83972264	84972264	85972264	-
ENSG00000174151	ENSG00000174151.9	TRUE	chr1	109036674	110036674	111036674	+
ENSG00000174175	ENSG00000174175.10	TRUE	chr1	168599431	169599431	170599431	-
ENSG00000174307	ENSG00000174307.5	TRUE	chr1	200438365	201438365	202438365	-
ENSG00000174371	ENSG00000174371.11	TRUE	chr1	241011269	242011269	243011269	+
ENSG00000174502	ENSG00000174502.14	TRUE	chr1	204912588	205912588	206912588	-
ENSG00000174514	ENSG00000174514.8	TRUE	chr1	204538013	205538013	206538013	+
ENSG00000174529	ENSG00000174529.6	TRUE	chr1	204053588	205053588	206053588	-
ENSG00000174567	ENSG00000174567.7	TRUE	chr1	203183116	204183116	205183116	-
ENSG00000174574	ENSG00000174574.9	TRUE	chr1	38456948	39456948	40456948	+
ENSG00000174606	ENSG00000174606.7	TRUE	chr1	212189209	213189209	214189209	-
ENSG00000174827	ENSG00000174827.9	TRUE	chr1	144726918	145726918	146726918	+
ENSG00000174842	ENSG00000174842.11	TRUE	chr1	91764544	92764544	93764544	-
ENSG00000174876	ENSG00000174876.11	TRUE	chr1	103239076	104239076	105239076	-
ENSG00000175087	ENSG00000175087.5	TRUE	chr1	25437656	26437656	27437656	+
ENSG00000175130	ENSG00000175130.6	TRUE	chr1	31801834	32801834	33801834	-
ENSG00000175137	ENSG00000175137.9	TRUE	chr1	248120114	249120114	250120114	-
ENSG00000175147	ENSG00000175147.7	TRUE	chr1	14480114	15480114	16480114	-
ENSG00000175206	ENSG00000175206.6	TRUE	chr1	10908402	11908402	12908402	-
ENSG00000175262	ENSG00000175262.9	TRUE	chr1	10042094	11042094	12042094	-
ENSG00000175279	ENSG00000175279.14	TRUE	chr1	9490490	10490490	11490490	+
ENSG00000175707	ENSG00000175707.6	TRUE	chr1	26286959	27286959	28286959	-
ENSG00000175756	ENSG00000175756.8	TRUE	chr1	310875	1310875	2310875	-
ENSG00000175793	ENSG00000175793.9	TRUE	chr1	26189640	27189640	28189640	+
ENSG00000175984	ENSG00000175984.8	TRUE	chr1	114213043	115213043	116213043	-
ENSG00000176022	ENSG00000176022.3	TRUE	chr1	167617	1167617	2167617	+
ENSG00000176261	ENSG00000176261.10	TRUE	chr1	32116504	33116504	34116504	-
ENSG00000176393	ENSG00000176393.6	TRUE	chr1	200951500	201951500	202951500	+
ENSG00000176444	ENSG00000176444.13	TRUE	chr1	154248282	155248282	156248282	-
ENSG00000177000	ENSG00000177000.6	TRUE	chr1	10866512	11866512	12866512	-
ENSG00000177144	ENSG00000177144.4	TRUE	chr1	144139728	145139728	146139728	-
ENSG00000177151	ENSG00000177151.3	TRUE	chr1	247808579	248808579	249808579	-
ENSG00000177173	ENSG00000177173.5	TRUE	chr1	116076714	117076714	118076714	-
ENSG00000177181	ENSG00000177181.9	TRUE	chr1	41846463	42846463	43846463	+
ENSG00000177272	ENSG00000177272.7	TRUE	chr1	110217562	111217562	112217562	-
ENSG00000177301	ENSG00000177301.9	TRUE	chr1	110174096	111174096	112174096	-
ENSG00000177452	ENSG00000177452.7	TRUE	chr1	63254975	64254975	65254975	-
ENSG00000177551	ENSG00000177551.5	TRUE	chr1	115386538	116386538	117386538	-
ENSG00000177606	ENSG00000177606.5	TRUE	chr1	58249720	59249720	60249720	-
ENSG00000177628	ENSG00000177628.8	TRUE	chr1	154214490	155214490	156214490	-
ENSG00000177674	ENSG00000177674.10	TRUE	chr1	10796141	11796141	12796141	+
ENSG00000177757	ENSG00000177757.1	TRUE	chr1	-247249	752751	1752751	+
ENSG00000177788	ENSG00000177788.5	TRUE	chr1	228406989	229406989	230406989	-
ENSG00000177807	ENSG00000177807.5	TRUE	chr1	159039950	160039950	161039950	-
ENSG00000177868	ENSG00000177868.7	TRUE	chr1	42283068	43283068	44283068	-
ENSG00000177888	ENSG00000177888.6	TRUE	chr1	196170423	197170423	198170423	-
ENSG00000177954	ENSG00000177954.7	TRUE	chr1	152963238	153963238	154963238	+
ENSG00000178028	ENSG00000178028.8	TRUE	chr1	43679127	44679127	45679127	+
ENSG00000178096	ENSG00000178096.7	TRUE	chr1	148859440	149859440	150859440	+
ENSG00000178104	ENSG00000178104.13	TRUE	chr1	144076186	145076186	146076186	-
ENSG00000178585	ENSG00000178585.10	TRUE	chr1	8970394	9970394	10970394	-
ENSG00000178715	ENSG00000178715.7	TRUE	chr1	15154727	16154727	17154727	+
ENSG00000178821	ENSG00000178821.7	TRUE	chr1	850718	1850718	2850718	-
ENSG00000178922	ENSG00000178922.11	TRUE	chr1	42919660	43919660	44919660	-
ENSG00000178965	ENSG00000178965.9	TRUE	chr1	74139476	75139476	76139476	-
ENSG00000179023	ENSG00000179023.6	TRUE	chr1	17807424	18807424	19807424	+
ENSG00000179051	ENSG00000179051.9	TRUE	chr1	16766173	17766173	18766173	-
ENSG00000179085	ENSG00000179085.7	TRUE	chr1	154113071	155113071	156113071	-
ENSG00000179163	ENSG00000179163.10	TRUE	chr1	23194780	24194780	25194780	-
ENSG00000179172	ENSG00000179172.7	TRUE	chr1	11908573	12908573	13908573	-
ENSG00000179178	ENSG00000179178.6	TRUE	chr1	42735654	43735654	44735654	+
ENSG00000179397	ENSG00000179397.12	TRUE	chr1	243617679	244617679	245617679	+
ENSG00000179403	ENSG00000179403.10	TRUE	chr1	370241	1370241	2370241	+
ENSG00000179456	ENSG00000179456.8	TRUE	chr1	243212241	244212241	245212241	+
ENSG00000179743	ENSG00000179743.2	TRUE	chr1	15174642	16174642	17174642	-
ENSG00000179840	ENSG00000179840.5	TRUE	chr1	8714644	9714644	10714644	-
ENSG00000179862	ENSG00000179862.5	TRUE	chr1	40328035	41328035	42328035	-
ENSG00000180098	ENSG00000180098.5	TRUE	chr1	27879597	28879597	29879597	+
ENSG00000180198	ENSG00000180198.9	TRUE	chr1	27832455	28832455	29832455	+
ENSG00000180488	ENSG00000180488.8	TRUE	chr1	77245309	78245309	79245309	+
ENSG00000180667	ENSG00000180667.6	TRUE	chr1	206226325	207226325	208226325	-
ENSG00000180758	ENSG00000180758.9	TRUE	chr1	8189161	9189161	10189161	-
ENSG00000180867	ENSG00000180867.9	TRUE	chr1	145644323	146644323	147644323	+
ENSG00000181101	ENSG00000181101.7	TRUE	chr1	174014784	175014784	176014784	-
ENSG00000181201	ENSG00000181201.2	TRUE	chr1	227652327	228652327	229652327	-
ENSG00000181218	ENSG00000181218.4	TRUE	chr1	227645574	228645574	229645574	-
ENSG00000181227	ENSG00000181227.2	TRUE	chr1	75210461	76210461	77210461	-
ENSG00000181450	ENSG00000181450.12	TRUE	chr1	226751244	227751244	228751244	+
ENSG00000181754	ENSG00000181754.6	TRUE	chr1	109052360	110052360	111052360	-
ENSG00000181773	ENSG00000181773.6	TRUE	chr1	26719126	27719126	28719126	+
ENSG00000181817	ENSG00000181817.5	TRUE	chr1	35863509	36863509	37863509	-
ENSG00000181873	ENSG00000181873.8	TRUE	chr1	227353505	228353505	229353505	+
ENSG00000182004	ENSG00000182004.8	TRUE	chr1	202830727	203830727	204830727	+
ENSG00000182118	ENSG00000182118.5	TRUE	chr1	230176000	231176000	232176000	-
ENSG00000182134	ENSG00000182134.11	TRUE	chr1	150763892	151763892	152763892	-
ENSG00000182183	ENSG00000182183.10	TRUE	chr1	52098840	53098840	54098840	+
ENSG00000182749	ENSG00000182749.5	TRUE	chr1	25202199	26202199	27202199	-
ENSG00000182783	ENSG00000182783.3	TRUE	chr1	247726073	248726073	249726073	-
ENSG00000182827	ENSG00000182827.8	TRUE	chr1	225374442	226374442	227374442	-
ENSG00000182866	ENSG00000182866.11	TRUE	chr1	31716840	32716840	33716840	+
ENSG00000182873	ENSG00000182873.4	TRUE	chr1	1115828	2115828	3115828	-
ENSG00000183155	ENSG00000183155.4	TRUE	chr1	201858277	202858277	203858277	-
ENSG00000183291	ENSG00000183291.11	TRUE	chr1	86380107	87380107	88380107	-
ENSG00000183298	ENSG00000183298.4	TRUE	chr1	101252775	102252775	103252775	-
ENSG00000183310	ENSG00000183310.2	TRUE	chr1	247738058	248738058	249738058	-
ENSG00000183317	ENSG00000183317.11	TRUE	chr1	37230805	38230805	39230805	-
ENSG00000183347	ENSG00000183347.11	TRUE	chr1	88829618	89829618	90829618	+
ENSG00000183386	ENSG00000183386.5	TRUE	chr1	37471278	38471278	39471278	-
ENSG00000183431	ENSG00000183431.7	TRUE	chr1	37455747	38455747	39455747	-
ENSG00000183508	ENSG00000183508.4	TRUE	chr1	117148670	118148670	119148670	+
ENSG00000183520	ENSG00000183520.7	TRUE	chr1	37474930	38474930	39474930	+
ENSG00000183558	ENSG00000183558.5	TRUE	chr1	148814478	149814478	150814478	-
ENSG00000183586	ENSG00000183586.7	TRUE	chr1	151372053	152372053	153372053	+
ENSG00000183598	ENSG00000183598.3	TRUE	chr1	148785248	149785248	150785248	-
ENSG00000183615	ENSG00000183615.5	TRUE	chr1	31712823	32712823	33712823	+
ENSG00000183682	ENSG00000183682.7	TRUE	chr1	38957308	39957308	40957308	+
ENSG00000183726	ENSG00000183726.6	TRUE	chr1	24664808	25664808	26664808	+
ENSG00000183780	ENSG00000183780.8	TRUE	chr1	233040422	234040422	235040422	+
ENSG00000183814	ENSG00000183814.10	TRUE	chr1	225497570	226497570	227497570	-
ENSG00000183831	ENSG00000183831.6	TRUE	chr1	172638990	173638990	174638990	-
ENSG00000183856	ENSG00000183856.6	TRUE	chr1	155542396	156542396	157542396	-
ENSG00000183888	ENSG00000183888.4	TRUE	chr1	15330731	16330731	17330731	+
ENSG00000183929	ENSG00000183929.5	TRUE	chr1	227785988	228785988	229785988	+
ENSG00000184005	ENSG00000184005.8	TRUE	chr1	75540431	76540431	77540431	+
ENSG00000184007	ENSG00000184007.10	TRUE	chr1	31410457	32410457	33410457	-
ENSG00000184022	ENSG00000184022.2	TRUE	chr1	247761001	248761001	249761001	-
ENSG00000184163	ENSG00000184163.3	TRUE	chr1	182102	1182102	2182102	-
ENSG00000184260	ENSG00000184260.4	TRUE	chr1	148858468	149858468	150858468	+
ENSG00000184270	ENSG00000184270.3	TRUE	chr1	148859515	149859515	150859515	-
